"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecium",2473,58
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Klebsiella pneumoniae",5428,2
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Klebsiella pneumoniae",5428,27
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Klebsiella pneumoniae",5428,1
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Klebsiella pneumoniae",5428,65
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Pseudomonas aeruginosa",2764,2
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Pseudomonas aeruginosa",2764,25
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Pseudomonas aeruginosa",2764,2
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Pseudomonas aeruginosa",2764,67
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Staphylococcus aureus",9462,5
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Staphylococcus aureus",9462,40
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Staphylococcus aureus",9462,3
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Staphylococcus aureus",9462,48
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Streptococcus pneumoniae",4009,4
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Streptococcus pneumoniae",4009,38
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Streptococcus pneumoniae",4009,2
2019,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Streptococcus pneumoniae",4009,53
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Acinetobacter spp.",593,12
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Acinetobacter spp.",593,42
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Acinetobacter spp.",593,6
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Acinetobacter spp.",593,40
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Escherichia coli",25046,2
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Escherichia coli",25046,24
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Escherichia coli",25046,1
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Escherichia coli",25046,73
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecalis",2501,8
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecalis",2501,27
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecalis",2501,2
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecalis",2501,64
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Enterococcus faecium",2455,2
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Enterococcus faecium",2455,39
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Enterococcus faecium",2455,2
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Enterococcus faecium",2455,58
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Klebsiella pneumoniae",4760,2
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Klebsiella pneumoniae",4760,31
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Klebsiella pneumoniae",4760,1
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Klebsiella pneumoniae",4760,66
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Pseudomonas aeruginosa",2382,3
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Pseudomonas aeruginosa",2382,28
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Pseudomonas aeruginosa",2382,2
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,">= 65","Pseudomonas aeruginosa",2382,67
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"0_4","Staphylococcus aureus",8372,4
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"20_64","Staphylococcus aureus",8372,41
2020,"United Kingdom","GBR",826,54.1022212,-15.0148868,"5_19","Staphylococcus aureus",8372,4
